city_norm,item_id,sept_actual_sales
lonavala,10037406,6.0
lucknow,10037406,375.0
ludhiana,10037406,153.0
madurai,10037406,4.0
mainpuri,10037406,6.0
mangaluru,10037406,34.0
manipal,10037406,14.0
mathura,10037406,16.0
meerut,10037406,126.0
mehsana,10037406,12.0
modinagar,10037406,11.0
moga,10037406,6.0
mohali,10037406,145.0
moradabad,10037406,39.0
morbi,10037406,1.0
mumbai,10037406,895.0
mumbai,10037406,895.0
muzaffarnagar,10037406,16.0
muzaffarpur,10037406,28.0
mysore,10037406,36.0
nadiad,10037406,6.0
nagpur,10037406,72.0
nanded,10037406,6.0
narmadapuram,10037406,3.0
nashik,10037406,19.0
navsari,10037406,7.0
nellore,10037406,16.0
nizamabad,10037406,6.0
noida,10037406,810.5999999999999
palwal,10037406,9.0
panchkula,10037406,44.0
panipat,10037406,33.0
pathankot,10037406,13.0
patiala,10037406,54.0
patna,10037406,202.0
phagwara,10037406,22.0
prayagraj,10037406,112.0
puducherry,10037406,1.0
pune,10037406,335.0
pune,10037406,335.0
puri,10037406,9.0
purnia,10037406,32.0
raebareli,10037406,12.0
raipur,10037406,63.0
rajahmundry,10037406,34.0
rajkot,10037406,43.0
rajpura,10037406,4.0
rampur,10037406,17.0
ranchi,10037406,156.0
rewa,10037406,4.0
rewari,10037406,24.0
rishikesh,10037406,15.0
rohtak,10037406,35.0
roorkee,10037406,27.0
rudrapur,10037406,21.0
saharanpur,10037406,27.0
salem,10037406,1.0
sangli,10037406,5.0
sangrur,10037406,3.0
satara,10037406,10.0
satna,10037406,5.0
shillong,10037406,44.0
shimoga,10037406,16.0
sikar,10037406,7.0
siliguri,10037406,44.0
sirsa,10037406,12.0
sitapur,10037406,10.0
solan,10037406,10.0
solapur,10037406,9.0
sonipat,10037406,66.0
sri ganganagar,10037406,10.0
sundar nagar,10037406,9.0
surat,10037406,67.0
thrissur,10037406,9.0
tiruchirappalli,10037406,3.0
tirupati,10037406,19.0
trivandrum,10037406,12.0
tumkur,10037406,10.0
udaipur,10037406,42.0
udupi,10037406,9.0
ujjain,10037406,6.0
una,10037406,7.0
unnao,10037406,11.0
vadodara,10037406,85.0
vapi,10037406,14.0
varanasi,10037406,83.0
vellore,10037406,8.0
vijayawada,10037406,89.0
vizag,10037406,140.0
vizianagaram,10037406,13.0
vrindavan,10037406,15.0
warangal,10037406,23.0
yamunanagar,10037406,23.0
zirakpur,10037406,95.0
agra,10037407,53.0
ahmedabad,10037407,280.0
ahmednagar,10037407,1.0
ajmer,10037407,24.0
akola,10037407,7.0
aligarh,10037407,34.0
alwar,10037407,28.0
ambala,10037407,10.0
amravati,10037407,6.0
amritsar,10037407,126.0
anand,10037407,16.0
ankleshwar,10037407,2.0
asansol,10037407,26.0
aurangabad,10037407,15.0
ayodhya,10037407,10.0
baddi,10037407,11.0
bahadurgarh,10037407,5.0
ballari,10037407,18.0
barabanki,10037407,16.0
bardhaman,10037407,17.0
bareilly,10037407,22.0
batala,10037407,14.0
bathinda,10037407,11.0
begusarai,10037407,2.0
belgaum,10037407,5.0
bengaluru,10037407,906.0
berhampur,10037407,10.0
bhagalpur,10037407,18.0
bharuch,10037407,1.0
bhavnagar,10037407,6.0
bhimavaram,10037407,11.0
bhiwadi,10037407,17.0
bhiwani,10037407,9.0
bhopal,10037407,85.0
bhubaneswar,10037407,66.0
bhuj,10037407,1.0
bidar,10037407,7.0
bijapur,10037407,2.0
bikaner,10037407,15.0
bokaro,10037407,19.0
chandigarh,10037407,137.0
chandrapur,10037407,8.0
chennai,10037407,228.0
chennai,10037407,228.0
coimbatore,10037407,21.0
cuttack,10037407,16.0
darbhanga,10037407,3.0
davanagere,10037407,6.0
dehradun,10037407,206.0
delhi,10037407,1397.0
deoghar,10037407,3.0
deoria,10037407,4.0
dewas,10037407,9.0
dhanbad,10037407,18.0
dharamshala,10037407,2.0
dharwad,10037407,6.0
durg,10037407,7.0
durgapur,10037407,9.0
eluru,10037407,5.0
erode,10037407,3.0
faridabad,10037407,130.0
farrukhabad,10037407,3.0
fatehpur,10037407,2.0
firozabad,10037407,2.0
firozpur,10037407,7.0
gandhidham,10037407,6.0
gaya,10037407,8.0
ghaziabad,10037407,172.2
goa,10037407,150.0
gonda,10037407,5.0
gorakhpur,10037407,43.0
gulbarga,10037407,11.0
guntur,10037407,5.0
gurgaon,10037407,436.0
guwahati,10037407,122.0
gwalior,10037407,27.0
haldwani,10037407,40.0
hamirpur,10037407,11.0
hapur,10037407,5.0
haridwar,10037407,45.0
hassan,10037407,2.0
hazaribagh,10037407,5.0
hisar,10037407,10.0
hoshiarpur,10037407,20.0
hosur,10037407,8.0
hubli,10037407,6.0
hyderabad,10037407,532.0
hyderabad,10037407,532.0
indore,10037407,94.0
jabalpur,10037407,19.0
jaipur,10037407,288.0
jalandhar,10037407,74.0
jalgaon,10037407,3.0
jammu,10037407,129.0
jamnagar,10037407,6.0
jamshedpur,10037407,54.0
jaunpur,10037407,5.0
jhansi,10037407,3.0
jind,10037407,6.0
jodhpur,10037407,34.0
junagadh,10037407,1.0
kaithal,10037407,2.0
kakinada,10037407,15.0
kalol,10037407,2.0
kanpur,10037407,207.0
kapurthala,10037407,5.0
karnal,10037407,15.0
khanna,10037407,3.0
kharagpur,10037407,21.0
kharar,10037407,54.0
kochi,10037407,47.0
kolhapur,10037407,17.0
kolkata,10037407,1147.0
kolkata,10037407,1147.0
kota,10037407,29.0
kotdwar,10037407,5.0
kottayam,10037407,4.0
kozhikode,10037407,4.0
kurnool,10037407,7.0
kurukshetra,10037407,4.0
lakhimpur,10037407,4.0
latur,10037407,2.0
lonavala,10037407,4.0
lucknow,10037407,497.0
ludhiana,10037407,128.0
madurai,10037407,3.0
manali,10037407,1.0
mangaluru,10037407,22.0
manipal,10037407,8.0
mathura,10037407,13.0
meerut,10037407,63.0
mehsana,10037407,5.0
modinagar,10037407,11.0
moga,10037407,5.0
mohali,10037407,52.0
moradabad,10037407,32.0
morbi,10037407,1.0
mumbai,10037407,798.0
mumbai,10037407,798.0
muradnagar,10037407,1.0
muzaffarnagar,10037407,17.0
muzaffarpur,10037407,21.0
mysore,10037407,40.0
nadiad,10037407,2.0
nagpur,10037407,68.0
nanded,10037407,3.0
nashik,10037407,13.0
navsari,10037407,2.0
nellore,10037407,7.0
nizamabad,10037407,1.0
noida,10037407,401.79999999999995
palwal,10037407,5.0
panchkula,10037407,31.0
panipat,10037407,13.0
pathankot,10037407,13.0
patiala,10037407,39.0
patna,10037407,206.0
phagwara,10037407,25.0
prayagraj,10037407,45.0
puducherry,10037407,3.0
pune,10037407,604.0
pune,10037407,604.0
puri,10037407,10.0
purnia,10037407,13.0
raebareli,10037407,3.0
raipur,10037407,42.0
rajahmundry,10037407,21.0
rajkot,10037407,20.0
rajpura,10037407,12.0
rampur,10037407,20.0
ranchi,10037407,79.0
ratlam,10037407,2.0
rewa,10037407,7.0
rewari,10037407,8.0
rishikesh,10037407,12.0
rohtak,10037407,26.0
roorkee,10037407,17.0
rudrapur,10037407,15.0
saharanpur,10037407,15.0
salem,10037407,2.0
sangli,10037407,6.0
sangrur,10037407,2.0
satara,10037407,6.0
satna,10037407,5.0
shillong,10037407,33.0
shimoga,10037407,7.0
sikar,10037407,11.0
siliguri,10037407,25.0
sirsa,10037407,3.0
sitapur,10037407,7.0
solan,10037407,11.0
solapur,10037407,12.0
sonipat,10037407,32.0
sri ganganagar,10037407,2.0
sundar nagar,10037407,5.0
surat,10037407,44.0
thrissur,10037407,7.0
tiruchirappalli,10037407,3.0
tirupati,10037407,15.0
trivandrum,10037407,9.0
tumkur,10037407,8.0
udaipur,10037407,33.0
udupi,10037407,4.0
ujjain,10037407,7.0
una,10037407,4.0
unnao,10037407,6.0
vadodara,10037407,55.0
vapi,10037407,5.0
varanasi,10037407,52.0
vellore,10037407,2.0
vijayawada,10037407,89.0
vizag,10037407,129.0
vizianagaram,10037407,13.0
vrindavan,10037407,6.0
warangal,10037407,14.0
yamunanagar,10037407,10.0
zirakpur,10037407,42.0
ballari,10050190,2.0
belgaum,10050190,3.0
bengaluru,10050190,119.0
bidar,10050190,1.0
chennai,10050190,260.0
coimbatore,10050190,9.0
dharwad,10050190,1.0
erode,10050190,3.0
gulbarga,10050190,2.0
guntur,10050190,1.0
hassan,10050190,1.0
hosur,10050190,9.0
hyderabad,10050190,304.0
kochi,10050190,8.0
kozhikode,10050190,1.0
kurnool,10050190,1.0
latur,10050190,1.0
madurai,10050190,5.0
mangaluru,10050190,2.0
manipal,10050190,2.0
mysore,10050190,3.0
nellore,10050190,6.0
puducherry,10050190,4.0
salem,10050190,4.0
solapur,10050190,2.0
tiruchirappalli,10050190,3.0
tirupati,10050190,10.0
trivandrum,10050190,4.0
udupi,10050190,1.0
vellore,10050190,7.0
vijayawada,10050190,1.0
warangal,10050190,36.0
ajmer,10062514,4.0
akola,10062514,2.0
alwar,10062514,1.0
amritsar,10062514,1.0
asansol,10062514,3.0
aurangabad,10062514,2.0
bardhaman,10062514,9.0
berhampur,10062514,1.0
bhiwadi,10062514,1.0
bhopal,10062514,10.0
bhubaneswar,10062514,11.0
bikaner,10062514,2.0
bokaro,10062514,1.0
chandigarh,10062514,4.0
dehradun,10062514,20.0
delhi,10062514,133.0
durg,10062514,4.0
eluru,10062514,2.0
faridabad,10062514,6.0
ghaziabad,10062514,18.599999999999998
goa,10062514,18.0
guntur,10062514,1.0
gurgaon,10062514,47.0
guwahati,10062514,12.0
gwalior,10062514,4.0
haridwar,10062514,7.0
hyderabad,10062514,9.0
indore,10062514,13.0
jabalpur,10062514,1.0
jaipur,10062514,19.0
jalandhar,10062514,1.0
jamshedpur,10062514,4.0
jodhpur,10062514,3.0
kakinada,10062514,4.0
kharagpur,10062514,1.0
kolhapur,10062514,2.0
kolkata,10062514,215.0
kota,10062514,1.0
kotdwar,10062514,1.0
latur,10062514,2.0
meerut,10062514,3.0
mohali,10062514,1.0
mumbai,10062514,80.0
muzaffarpur,10062514,2.0
nagpur,10062514,12.0
noida,10062514,43.4
panchkula,10062514,1.0
panipat,10062514,3.0
pune,10062514,36.0
puri,10062514,1.0
raipur,10062514,1.0
ranchi,10062514,2.0
rewari,10062514,1.0
rishikesh,10062514,4.0
shillong,10062514,12.0
sikar,10062514,2.0
siliguri,10062514,4.0
sirsa,10062514,1.0
sonipat,10062514,1.0
sundar nagar,10062514,1.0
udaipur,10062514,1.0
vijayawada,10062514,2.0
vizag,10062514,10.0
vizianagaram,10062514,1.0
yamunanagar,10062514,2.0
agra,10065362,101.0
ahmednagar,10065362,1.0
ajmer,10065362,1.0
aligarh,10065362,22.0
alwar,10065362,7.0
ambala,10065362,12.0
amritsar,10065362,167.0
asansol,10065362,3.0
aurangabad,10065362,2.0
ayodhya,10065362,18.0
baddi,10065362,6.0
bahadurgarh,10065362,21.0
barabanki,10065362,10.0
bareilly,10065362,59.0
batala,10065362,16.0
bathinda,10065362,5.0
berhampur,10065362,3.0
bhiwadi,10065362,28.0
bhiwani,10065362,7.0
bhopal,10065362,25.0
bhubaneswar,10065362,10.0
bikaner,10065362,1.0
bokaro,10065362,1.0
chandigarh,10065362,341.0
cuttack,10065362,9.0
dehradun,10065362,123.0
delhi,10065362,7194.0
deoria,10065362,10.0
dewas,10065362,1.0
dhanbad,10065362,5.0
durgapur,10065362,4.0
faridabad,10065362,905.0
farrukhabad,10065362,5.0
firozabad,10065362,3.0
firozpur,10065362,3.0
ghaziabad,10065362,1118.7
gonda,10065362,6.0
gorakhpur,10065362,30.0
guntur,10065362,6.0
gurgaon,10065362,1973.0
guwahati,10065362,9.0
gwalior,10065362,2.0
haldwani,10065362,18.0
hapur,10065362,13.0
haridwar,10065362,42.0
hisar,10065362,21.0
hoshiarpur,10065362,13.0
hyderabad,10065362,90.0
indore,10065362,14.0
jaipur,10065362,135.0
jalandhar,10065362,177.0
jammu,10065362,7.0
jamshedpur,10065362,5.0
jaunpur,10065362,7.0
jhansi,10065362,5.0
jind,10065362,11.0
jodhpur,10065362,6.0
kaithal,10065362,4.0
kanpur,10065362,786.0
kapurthala,10065362,5.0
karnal,10065362,23.0
khanna,10065362,1.0
kharagpur,10065362,2.0
kharar,10065362,58.0
kolhapur,10065362,1.0
kolkata,10065362,396.0
kota,10065362,15.0
kotdwar,10065362,5.0
kurukshetra,10065362,15.0
lakhimpur,10065362,1.0
latur,10065362,2.0
lucknow,10065362,1431.0
ludhiana,10065362,130.0
mainpuri,10065362,5.0
manali,10065362,1.0
mathura,10065362,12.0
meerut,10065362,325.0
modinagar,10065362,11.0
moga,10065362,15.0
mohali,10065362,144.0
moradabad,10065362,12.0
mumbai,10065362,194.0
muzaffarnagar,10065362,29.0
muzaffarpur,10065362,2.0
nashik,10065362,6.0
nizamabad,10065362,1.0
noida,10065362,2610.2999999999997
palwal,10065362,6.0
panchkula,10065362,85.0
panipat,10065362,32.0
pathankot,10065362,10.0
patiala,10065362,64.0
patna,10065362,30.0
phagwara,10065362,7.0
prayagraj,10065362,88.0
pune,10065362,42.0
puri,10065362,1.0
raebareli,10065362,10.0
rajahmundry,10065362,1.0
rajpura,10065362,3.0
rampur,10065362,12.0
ranchi,10065362,5.0
rewa,10065362,2.0
rewari,10065362,21.0
rishikesh,10065362,7.0
rohtak,10065362,43.0
roorkee,10065362,22.0
rudrapur,10065362,20.0
saharanpur,10065362,13.0
sangrur,10065362,2.0
satna,10065362,2.0
shillong,10065362,1.0
sikar,10065362,1.0
siliguri,10065362,1.0
sirsa,10065362,21.0
sitapur,10065362,4.0
solan,10065362,7.0
sonipat,10065362,206.0
sri ganganagar,10065362,2.0
udaipur,10065362,4.0
ujjain,10065362,1.0
una,10065362,2.0
unnao,10065362,4.0
varanasi,10065362,72.0
vijayawada,10065362,1.0
vizag,10065362,7.0
vizianagaram,10065362,1.0
vrindavan,10065362,17.0
yamunanagar,10065362,16.0
zirakpur,10065362,75.0
agra,10073508,17.0
ahmedabad,10073508,17.0
ajmer,10073508,5.0
aligarh,10073508,12.0
alwar,10073508,9.0
ambala,10073508,5.0
amritsar,10073508,21.0
asansol,10073508,3.0
aurangabad,10073508,1.0
ayodhya,10073508,6.0
baddi,10073508,1.0
bahadurgarh,10073508,5.0
barabanki,10073508,6.0
bardhaman,10073508,3.0
bareilly,10073508,14.0
batala,10073508,1.0
bathinda,10073508,4.0
belgaum,10073508,1.0
bengaluru,10073508,94.0
berhampur,10073508,3.0
bhavnagar,10073508,1.0
bhimavaram,10073508,1.0
bhiwadi,10073508,9.0
bhiwani,10073508,3.0
bhubaneswar,10073508,5.0
bidar,10073508,3.0
bijapur,10073508,1.0
bikaner,10073508,4.0
bokaro,10073508,7.0
chandigarh,10073508,35.0
chennai,10073508,8.0
coimbatore,10073508,1.0
cuttack,10073508,3.0
dehradun,10073508,8.0
delhi,10073508,432.0
deoria,10073508,2.0
dhanbad,10073508,1.0
dharamshala,10073508,1.0
dharwad,10073508,2.0
durgapur,10073508,4.0
faridabad,10073508,62.0
farrukhabad,10073508,3.0
fatehpur,10073508,4.0
firozabad,10073508,2.0
firozpur,10073508,1.0
gandhidham,10073508,2.0
ghaziabad,10073508,59.699999999999996
goa,10073508,4.0
gonda,10073508,1.0
gorakhpur,10073508,28.0
gulbarga,10073508,1.0
guntur,10073508,2.0
gurgaon,10073508,151.0
guwahati,10073508,2.0
gwalior,10073508,6.0
haldwani,10073508,11.0
hapur,10073508,5.0
haridwar,10073508,8.0
hisar,10073508,6.0
hoshiarpur,10073508,6.0
hosur,10073508,1.0
hubli,10073508,2.0
hyderabad,10073508,32.0
jabalpur,10073508,8.0
jaipur,10073508,97.0
jalandhar,10073508,19.0
jammu,10073508,14.0
jamnagar,10073508,2.0
jamshedpur,10073508,3.0
jaunpur,10073508,5.0
jhansi,10073508,10.0
jind,10073508,1.0
jodhpur,10073508,9.0
kaithal,10073508,1.0
kanpur,10073508,102.0
kapurthala,10073508,1.0
karnal,10073508,4.0
khanna,10073508,5.0
kharagpur,10073508,2.0
kharar,10073508,11.0
kolkata,10073508,261.0
kota,10073508,7.0
kotdwar,10073508,2.0
kurukshetra,10073508,2.0
lakhimpur,10073508,7.0
lucknow,10073508,184.0
ludhiana,10073508,23.0
mathura,10073508,8.0
meerut,10073508,25.0
mehsana,10073508,1.0
modinagar,10073508,1.0
moga,10073508,9.0
mohali,10073508,18.0
moradabad,10073508,7.0
mumbai,10073508,74.0
muzaffarnagar,10073508,6.0
muzaffarpur,10073508,8.0
mysore,10073508,2.0
nashik,10073508,1.0
noida,10073508,139.29999999999998
palwal,10073508,5.0
panchkula,10073508,6.0
panipat,10073508,12.0
pathankot,10073508,2.0
patiala,10073508,11.0
patna,10073508,48.0
phagwara,10073508,4.0
prayagraj,10073508,23.0
pune,10073508,45.0
raebareli,10073508,4.0
rajahmundry,10073508,3.0
rajkot,10073508,2.0
rajpura,10073508,2.0
rampur,10073508,5.0
ranchi,10073508,10.0
rewa,10073508,3.0
rewari,10073508,4.0
rishikesh,10073508,3.0
rohtak,10073508,14.0
roorkee,10073508,2.0
rudrapur,10073508,6.0
saharanpur,10073508,4.0
sangrur,10073508,1.0
satara,10073508,1.0
satna,10073508,4.0
shillong,10073508,2.0
sikar,10073508,2.0
siliguri,10073508,2.0
sirsa,10073508,3.0
sitapur,10073508,3.0
solan,10073508,1.0
sonipat,10073508,18.0
sri ganganagar,10073508,3.0
surat,10073508,4.0
udaipur,10073508,6.0
una,10073508,1.0
unnao,10073508,5.0
vadodara,10073508,5.0
varanasi,10073508,27.0
vijayawada,10073508,5.0
vizag,10073508,7.0
vrindavan,10073508,3.0
warangal,10073508,1.0
yamunanagar,10073508,12.0
zirakpur,10073508,15.0
mumbai,10073511,6.0
nashik,10073511,2.0
pune,10073511,2.0
agra,10073514,74.0
ahmedabad,10073514,164.0
ahmednagar,10073514,3.0
ajmer,10073514,10.0
akola,10073514,2.0
aligarh,10073514,5.0
alwar,10073514,4.0
ambala,10073514,8.0
amravati,10073514,10.0
amritsar,10073514,11.0
anand,10073514,3.0
ankleshwar,10073514,4.0
asansol,10073514,83.0
aurangabad,10073514,7.0
ayodhya,10073514,5.0
baddi,10073514,2.0
bahadurgarh,10073514,20.0
ballari,10073514,15.0
barabanki,10073514,1.0
bardhaman,10073514,54.0
batala,10073514,3.0
bathinda,10073514,10.0
begusarai,10073514,13.0
belgaum,10073514,5.0
bengaluru,10073514,3396.0
berhampur,10073514,6.0
bhagalpur,10073514,57.0
bharuch,10073514,4.0
bhavnagar,10073514,5.0
bhimavaram,10073514,1.0
bhiwadi,10073514,46.0
bhiwani,10073514,5.0
bhopal,10073514,16.0
bhubaneswar,10073514,69.0
bhuj,10073514,2.0
bidar,10073514,14.0
bijapur,10073514,9.0
bikaner,10073514,2.0
bokaro,10073514,20.0
chandigarh,10073514,58.0
chandrapur,10073514,4.0
chennai,10073514,260.0
coimbatore,10073514,38.0
cuttack,10073514,11.0
darbhanga,10073514,29.0
davanagere,10073514,9.0
dehradun,10073514,22.0
delhi,10073514,1513.0
deoghar,10073514,19.0
deoria,10073514,17.0
dhanbad,10073514,115.0
dharamshala,10073514,2.0
dharwad,10073514,16.0
durg,10073514,14.0
durgapur,10073514,89.0
eluru,10073514,6.0
erode,10073514,3.0
faridabad,10073514,115.0
farrukhabad,10073514,3.0
fatehpur,10073514,3.0
firozabad,10073514,3.0
gandhidham,10073514,4.0
gaya,10073514,25.0
ghaziabad,10073514,122.1
goa,10073514,113.0
gonda,10073514,1.0
gorakhpur,10073514,66.0
gulbarga,10073514,13.0
guntur,10073514,13.0
gurgaon,10073514,905.0
guwahati,10073514,98.0
gwalior,10073514,10.0
haldwani,10073514,11.0
hamirpur,10073514,3.0
hapur,10073514,2.0
haridwar,10073514,10.0
hassan,10073514,3.0
hazaribagh,10073514,16.0
hisar,10073514,8.0
hoshiarpur,10073514,1.0
hosur,10073514,8.0
hubli,10073514,20.0
hyderabad,10073514,813.0
indore,10073514,14.0
jabalpur,10073514,4.0
jaipur,10073514,65.0
jalandhar,10073514,43.0
jalgaon,10073514,2.0
jammu,10073514,12.0
jamnagar,10073514,5.0
jamshedpur,10073514,240.0
jaunpur,10073514,6.0
jhansi,10073514,8.0
jind,10073514,8.0
junagadh,10073514,3.0
kaithal,10073514,8.0
kakinada,10073514,18.0
kanpur,10073514,16.0
kapurthala,10073514,1.0
karnal,10073514,15.0
khanna,10073514,3.0
kharagpur,10073514,11.0
kharar,10073514,46.0
kochi,10073514,184.0
kolhapur,10073514,4.0
kolkata,10073514,3158.0
kota,10073514,14.0
kotdwar,10073514,3.0
kottayam,10073514,6.0
kozhikode,10073514,16.0
kurnool,10073514,4.0
kurukshetra,10073514,6.0
lakhimpur,10073514,1.0
latur,10073514,3.0
lonavala,10073514,4.0
lucknow,10073514,56.0
ludhiana,10073514,37.0
madurai,10073514,3.0
mainpuri,10073514,3.0
manali,10073514,2.0
mangaluru,10073514,11.0
manipal,10073514,11.0
mathura,10073514,3.0
meerut,10073514,51.0
mehsana,10073514,3.0
modinagar,10073514,1.0
moga,10073514,3.0
mohali,10073514,33.0
moradabad,10073514,8.0
morbi,10073514,4.0
mumbai,10073514,1411.0
muzaffarnagar,10073514,3.0
muzaffarpur,10073514,55.0
mysore,10073514,43.0
nadiad,10073514,2.0
nagpur,10073514,48.0
nanded,10073514,2.0
narmadapuram,10073514,1.0
nashik,10073514,15.0
nellore,10073514,6.0
noida,10073514,284.9
palwal,10073514,6.0
panchkula,10073514,23.0
panipat,10073514,22.0
pathankot,10073514,2.0
patiala,10073514,12.0
patna,10073514,436.0
phagwara,10073514,3.0
prayagraj,10073514,95.0
puducherry,10073514,4.0
pune,10073514,623.0
puri,10073514,6.0
purnia,10073514,33.0
raebareli,10073514,2.0
raipur,10073514,52.0
rajahmundry,10073514,8.0
rajkot,10073514,11.0
rajpura,10073514,3.0
rampur,10073514,4.0
ranchi,10073514,393.0
ratlam,10073514,1.0
rewa,10073514,4.0
rewari,10073514,10.0
rishikesh,10073514,2.0
rohtak,10073514,34.0
roorkee,10073514,4.0
rudrapur,10073514,8.0
saharanpur,10073514,10.0
salem,10073514,2.0
sangli,10073514,1.0
sangrur,10073514,2.0
satna,10073514,6.0
shillong,10073514,11.0
shimoga,10073514,7.0
sikar,10073514,3.0
siliguri,10073514,50.0
sirsa,10073514,4.0
solan,10073514,11.0
solapur,10073514,1.0
sonipat,10073514,48.0
sri ganganagar,10073514,2.0
sundar nagar,10073514,2.0
surat,10073514,48.0
thrissur,10073514,17.0
tiruchirappalli,10073514,1.0
tirupati,10073514,4.0
trivandrum,10073514,13.0
tumkur,10073514,11.0
udaipur,10073514,8.0
udupi,10073514,9.0
una,10073514,2.0
unnao,10073514,4.0
vadodara,10073514,82.0
vapi,10073514,5.0
varanasi,10073514,111.0
vellore,10073514,1.0
vijayawada,10073514,60.0
vizag,10073514,113.0
vizianagaram,10073514,7.0
vrindavan,10073514,1.0
warangal,10073514,10.0
yamunanagar,10073514,8.0
zirakpur,10073514,49.0
agra,10073515,19.0
ahmedabad,10073515,50.0
ajmer,10073515,4.0
aligarh,10073515,4.0
alwar,10073515,5.0
ambala,10073515,5.0
amritsar,10073515,15.0
anand,10073515,2.0
ankleshwar,10073515,2.0
asansol,10073515,7.0
aurangabad,10073515,1.0
ayodhya,10073515,4.0
bahadurgarh,10073515,5.0
ballari,10073515,3.0
barabanki,10073515,5.0
bardhaman,10073515,7.0
bareilly,10073515,5.0
batala,10073515,3.0
bathinda,10073515,6.0
begusarai,10073515,5.0
belgaum,10073515,5.0
bengaluru,10073515,390.0
berhampur,10073515,7.0
bhagalpur,10073515,7.0
bharuch,10073515,5.0
bhavnagar,10073515,1.0
bhimavaram,10073515,2.0
bhiwadi,10073515,7.0
bhiwani,10073515,2.0
bhubaneswar,10073515,60.0
bhuj,10073515,1.0
bidar,10073515,3.0
bijapur,10073515,1.0
bikaner,10073515,1.0
bokaro,10073515,12.0
chandigarh,10073515,54.0
chandrapur,10073515,1.0
chennai,10073515,53.0
coimbatore,10073515,6.0
cuttack,10073515,13.0
darbhanga,10073515,6.0
davanagere,10073515,3.0
delhi,10073515,374.0
deoghar,10073515,5.0
deoria,10073515,2.0
dhanbad,10073515,20.0
dharamshala,10073515,3.0
dharwad,10073515,1.0
durg,10073515,4.0
durgapur,10073515,7.0
eluru,10073515,1.0
faridabad,10073515,41.0
farrukhabad,10073515,1.0
fatehpur,10073515,5.0
firozabad,10073515,2.0
firozpur,10073515,1.0
gandhidham,10073515,4.0
gaya,10073515,8.0
ghaziabad,10073515,54.599999999999994
gonda,10073515,1.0
gorakhpur,10073515,25.0
gulbarga,10073515,4.0
guntur,10073515,6.0
gurgaon,10073515,154.0
guwahati,10073515,20.0
gwalior,10073515,8.0
haldwani,10073515,5.0
hamirpur,10073515,2.0
hapur,10073515,1.0
hassan,10073515,2.0
hazaribagh,10073515,2.0
hisar,10073515,1.0
hoshiarpur,10073515,3.0
hosur,10073515,1.0
hubli,10073515,3.0
hyderabad,10073515,118.0
jabalpur,10073515,10.0
jaipur,10073515,74.0
jalandhar,10073515,41.0
jammu,10073515,12.0
jamnagar,10073515,7.0
jamshedpur,10073515,83.0
jhansi,10073515,7.0
jind,10073515,2.0
jodhpur,10073515,9.0
junagadh,10073515,1.0
kaithal,10073515,3.0
kakinada,10073515,6.0
kanpur,10073515,65.0
kapurthala,10073515,3.0
karnal,10073515,10.0
kashipur,10073515,1.0
kharagpur,10073515,13.0
kharar,10073515,19.0
kochi,10073515,14.0
kolhapur,10073515,3.0
kolkata,10073515,683.0
kota,10073515,12.0
kottayam,10073515,1.0
kozhikode,10073515,3.0
kurnool,10073515,1.0
kurukshetra,10073515,1.0
lakhimpur,10073515,9.0
lonavala,10073515,1.0
lucknow,10073515,213.0
ludhiana,10073515,31.0
mangaluru,10073515,5.0
manipal,10073515,1.0
mathura,10073515,3.0
meerut,10073515,12.0
mehsana,10073515,3.0
modinagar,10073515,1.0
moga,10073515,6.0
mohali,10073515,35.0
moradabad,10073515,8.0
mumbai,10073515,197.0
muzaffarnagar,10073515,1.0
muzaffarpur,10073515,11.0
mysore,10073515,3.0
nadiad,10073515,2.0
nagpur,10073515,17.0
nanded,10073515,1.0
nashik,10073515,9.0
nellore,10073515,2.0
noida,10073515,127.39999999999999
palwal,10073515,1.0
panchkula,10073515,17.0
panipat,10073515,3.0
pathankot,10073515,10.0
patiala,10073515,7.0
patna,10073515,85.0
phagwara,10073515,5.0
prayagraj,10073515,29.0
puducherry,10073515,1.0
pune,10073515,103.0
puri,10073515,4.0
purnia,10073515,8.0
raebareli,10073515,3.0
raipur,10073515,19.0
rajahmundry,10073515,3.0
rajkot,10073515,8.0
rajpura,10073515,1.0
rampur,10073515,2.0
ranchi,10073515,69.0
rewa,10073515,4.0
rewari,10073515,4.0
rohtak,10073515,7.0
saharanpur,10073515,1.0
sangrur,10073515,1.0
satna,10073515,3.0
shillong,10073515,2.0
shimoga,10073515,2.0
siliguri,10073515,6.0
sirsa,10073515,1.0
sitapur,10073515,4.0
solapur,10073515,1.0
sonipat,10073515,13.0
sri ganganagar,10073515,2.0
sundar nagar,10073515,4.0
surat,10073515,15.0
tiruchirappalli,10073515,2.0
tirupati,10073515,4.0
trivandrum,10073515,4.0
tumkur,10073515,1.0
udaipur,10073515,10.0
udupi,10073515,3.0
una,10073515,1.0
unnao,10073515,2.0
vadodara,10073515,25.0
vapi,10073515,1.0
varanasi,10073515,37.0
vellore,10073515,2.0
vijayawada,10073515,13.0
vizag,10073515,10.0
vizianagaram,10073515,3.0
vrindavan,10073515,2.0
yamunanagar,10073515,4.0
zirakpur,10073515,19.0
ahmedabad,10074853,50.0
anand,10074853,3.0
asansol,10074853,2.0
ballari,10074853,1.0
begusarai,10074853,2.0
