city_norm,item_id,month,own_avg_osa_wt,own_weighted_osa_wt,own_avg_listed_osa_wt,own_weighted_listed_osa_wt,comp_avg_osa_wt,comp_weighted_osa_wt,comp_avg_listed_osa_wt,comp_weighted_listed_osa_wt,own_osa_avg,own_wt_osa_avg,own_listed_osa_avg,own_wt_listed_osa_avg,comp_osa_avg,comp_wt_osa_avg,comp_listed_osa_avg,comp_wt_listed_osa_avg,own_avg_osa_min,own_wt_osa_min,own_listed_osa_min,own_wt_listed_osa_min,comp_avg_osa_min,comp_wt_osa_min,comp_listed_osa_min,comp_wt_listed_osa_min,own_avg_osa_max,own_listed_osa_max,comp_avg_osa_max,comp_listed_osa_max,num_days_own_oos,num_days_own_wt_oos,num_days_own_listed_oos,num_days_comp_oos,num_days_comp_wt_oos,num_days_comp_listed_oos,num_days_comp_oos_while_tata_ok
pune,10159658,2025-10-01,0.9636894210526316,0.9647675311964913,0.9672217543859649,0.9656040487807017,0.7684828732591756,0.7512677137298247,0.8764265845083506,0.8634611464456138,0.9682228387096774,0.9695751245806451,0.9708927741935484,0.9701328284903226,0.7680212104141936,0.7507018632225807,0.877874257083871,0.8653371168838709,0.925926,0.9329268293,0.9375,0.9329268293,0.7196212125,0.7011544744,0.83016825,0.8136121832,0.987654,0.987654,0.808038234568,0.9358935125,0,0,0,26,31,0,26
pune,10159659,2025-10-01,0.09081747368421052,0.27119067707105265,0.6076490263157894,0.7792736241131578,0.4297981683108421,0.29523569017368423,0.662873058163421,0.3712621237710526,0.08945993548387098,0.2643012017290322,0.5949534838709677,0.7720903887354839,0.42705526616474193,0.28996375901612903,0.6430730834630646,0.36239951571612905,0.061728,0.1912454781,0.454545,0.6333357778,0.36333332,0.1957302128,0.533333366667,0.2695756284,0.111111,0.75,0.552222233333,0.785714321429,31,31,31,31,31,31,0
pune,10159675,2025-10-01,0.012346,1.439732786e-05,0.5,0.003586371787,0.4,0.01199777321,0.4333334,0.01266445081,0.015905709677419354,0.003744552817302581,0.7580645483870968,0.6439941684277742,0.3161392835637097,0.03103345102307097,0.44224273302612904,0.04512684001751613,0.012195,1.395082798e-05,0.5,0.003586371787,0.14,0.0007006975732,0.2666666,0.001748619538,0.024691,1.0,0.5833334,0.8333334,31,31,16,31,31,30,0
pune,10159797,2025-10-01,0.9291115175438598,0.9254641316999999,0.9421052631578947,0.9361925469236843,0.7219948469505878,0.7100619841754385,0.8802166769512721,0.8719470119973682,0.9332305161290323,0.9293805381419354,0.9463709677419354,0.940600084616129,0.7243309192519355,0.7121855717161291,0.8857312445114194,0.8779181788451612,0.876543,0.8698642053,0.8875,0.8799084341,0.6667589,0.637213032,0.834161654321,0.8102903829,0.97561,1.0,0.782482,0.950310481481,0,0,0,31,31,0,31
pune,10159798,2025-10-01,0.8042871392405063,0.7773109912101267,0.835883746835443,0.8236352438873417,0.6235702994603164,0.6047085795974684,0.8496433143070824,0.8338739858379747,0.8026779032258065,0.7761256766612904,0.8331782903225807,0.8209061698548388,0.6208356227583225,0.6018345794935483,0.8504446052042581,0.8348260293741936,0.617284,0.5908136079,0.649351,0.6417233221,0.596192234568,0.5753442103,0.809542719512,0.7921238494,0.987654,0.987654,0.658028777778,0.900046814815,16,19,13,31,31,0,15
pune,10159799,2025-10-01,0.966742125,0.95829229883,0.9779188000000001,0.968738854285,0.6740442813307,0.6569512177849999,0.8632807054710998,0.8479250354074999,0.9686210967741935,0.959978259416129,0.9791050645161291,0.9696454880096774,0.6729119679706129,0.6557739740290323,0.8649215604272581,0.8502258325032258,0.938272,0.9090900075,0.938272,0.9090900075,0.636640703704,0.618987248,0.8223998125,0.8002607943,1.0,1.0,0.70867817284,0.903831036585,0,0,0,31,31,0,31
pune,10160080,2025-10-01,0.9731012253521126,0.9758324216873239,0.9751105915492959,0.976111563512676,0.7755893931610843,0.7642908621436619,0.8971749914135917,0.8912733333295774,0.9717924516129032,0.974594540767742,0.9748553225806451,0.975141663183871,0.7682816631310968,0.7571683295548388,0.8911689327274517,0.884652818483871,0.938272,0.9423060757,0.938272,0.9423060757,0.699674679012,0.6861411415,0.850854851852,0.8394403859,1.0,1.0,0.843518962963,0.941658246914,0,0,0,26,27,0,26
pune,10160081,2025-10-01,0.9788520357142857,0.9774334420214287,0.9788520357142857,0.9774334420214287,0.7408643878913571,0.7268570068178571,0.9075755296682501,0.9002036651178572,0.9849005483870967,0.9852944453645162,0.9849005483870967,0.9852944453645162,0.7444536640681291,0.730250284667742,0.9123375249751935,0.9052171591612903,0.950617,0.9498528311,0.950617,0.9498528311,0.7230051125,0.7052744619,0.872562209877,0.867028886,1.0,1.0,0.771085875,0.94748662963,0,0,0,31,31,0,31
pune,10160082,2025-10-01,0.0,0.0,0.0,0.0,0.7367870212749676,0.1277912433345161,0.8975587665813871,0.15993578441290324,0.0,0.0,0.0,0.0,0.7367870212749678,0.12779124333451614,0.8975587665813871,0.15993578441290324,0.0,0.0,0.0,0.0,0.651591392857,0.08844342215,0.846167,0.1070948226,0.0,0.0,0.8149277,0.9605414,31,31,31,28,31,0,0
pune,10160085,2025-10-01,0.33641974999999996,0.363711213875,0.81956125,0.8053671689249999,0.66902863790025,0.49149699724999996,0.8781962918212499,0.64224183155,0.3069616451612903,0.3278852607258064,0.7773462903225806,0.7654773252193549,0.6589367209326774,0.47306750928064517,0.8740463169234516,0.6247775021064516,0.268293,0.2591546582,0.647059,0.5965875194,0.626028901961,0.4271389536,0.82674854902,0.5420054998,0.358025,0.928571,0.695973769231,0.915460081633,31,31,21,31,31,0,0
pune,10160329,2025-10-01,0.012326516129032263,0.009137083853451614,0.9354838709677419,0.9447020407741935,0.7129131064043547,0.14700137855806455,0.890601516768742,0.18538816302903227,0.012326516129032256,0.009137083853451614,0.9354838709677419,0.9447020407741935,0.7129131064043548,0.1470013785580645,0.890601516768742,0.18538816302903227,0.012195,0.008196707874,0.5,0.571440816,0.64031,0.104349667,0.844007076923,0.1308581709,0.012346,1.0,0.782323466667,0.944639666667,31,31,4,31,31,0,0
pune,10165592,2025-10-01,0.8309627745398775,0.827142268353681,0.8340117530674849,0.82948916965046,0.8435937333215506,0.8339621633638037,0.9231185794746704,0.9205205548699388,0.8007449999999999,0.7969958130354838,0.8026586451612904,0.7985020485225806,0.8471217227716452,0.8368182797645161,0.9290424058629355,0.9260672556935484,0.432099,0.4231813602,0.432099,0.4231813602,0.636743074074,0.6218253601,0.853086395062,0.8523407702,1.0,1.0,0.923103950617,0.987654320988,11,11,11,11,12,0,2
pune,10179487,2025-10-01,0.9352072586206898,0.9370708501310344,0.9388399655172415,0.9385754984698275,0.7574654938428106,0.7438740981413794,0.9137341794721034,0.9071725264060346,0.9224728064516129,0.9247067361064516,0.9284216129032258,0.9279722337225806,0.7559104761685483,0.7416213365451613,0.9133754972694517,0.9061687938064515,0.802469,0.8192755189,0.822785,0.8333342424,0.719804432099,0.7088649055,0.885289950617,0.8723267521,1.0,1.0,0.78925855,0.951956320988,0,0,0,31,31,0,31
pune,10179739,2025-10-01,0.9471684891304349,0.945293345715761,0.9471684891304349,0.945293345715761,0.6685684976476304,0.650522421801087,0.8719400726627065,0.8579504346733698,0.9522735483870968,0.9495199664935483,0.9522735483870968,0.9495199664935483,0.6669170018407419,0.6478093172419355,0.874244674583129,0.8598355800419355,0.888889,0.8682794572,0.888889,0.8682794572,0.627481804878,0.6057017052,0.823247,0.8006951314,1.0,1.0,0.691417209877,0.911846950617,0,0,0,31,31,0,31
